config_id,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,decode_tok_s,ttft_ms,tpot_ms,duration_s,baseline_power_w,active_power_w,peak_power_w,dynamic_power_w,total_energy_j,dynamic_energy_per_token_mj,temp_cpu_start_c,temp_cpu_end_c,cooling_state,cpu_freq_mhz,voltage_v,notes
RND_0129,Random_50M_150M,26,640,1,1,32,32,1472,15.5100,1568.00,64.47,2.5351,0.2788,0.4749,0.7048,0.1961,1.2038,31.0666,42.2,41.9,0,1900.8,3.755,
RND_0130,Random_50M_150M,20,512,12,1,32,64,1728,6.6300,1082.00,150.83,3.3444,0.2653,0.5625,0.7595,0.2972,1.8813,62.1254,42.2,42.2,0,1900.8,3.751,
RND_0131,Random_50M_150M,9,608,1,1,48,32,2208,19.3800,768.00,51.60,1.5420,0.3063,0.4184,0.5093,0.1120,0.6451,10.7975,43.6,41.5,0,1900.8,3.759,
RND_0132,Random_50M_150M,26,352,4,2,32,64,1056,28.0400,760.00,35.66,1.2950,0.2520,0.4075,0.6740,0.1555,0.5278,12.5867,40.9,41.2,0,1900.8,3.756,
RND_0133,Random_50M_150M,12,448,4,4,48,32,1632,30.1200,684.00,33.20,1.1820,0.2739,0.4483,0.6156,0.1744,0.5299,12.8847,41.9,41.5,0,1900.8,3.746,
RND_0134,Random_50M_150M,11,480,1,1,48,16,1728,26.5500,852.00,37.66,1.4170,0.2365,0.4173,0.5537,0.1808,0.5913,16.0117,41.5,42.2,0,1900.8,3.753,
RND_0135,Random_50M_150M,22,640,4,4,64,64,768,7.1300,784.00,140.25,2.8878,0.2548,0.4881,0.8250,0.2333,1.4096,42.1094,41.5,41.5,0,1900.8,3.748,
RND_0136,Random_50M_150M,18,512,12,3,32,64,928,20.9500,843.00,47.73,1.5590,0.2420,0.4273,0.7442,0.1852,0.6661,18.0464,41.5,41.9,0,1900.8,3.749,
RND_0137,Random_50M_150M,12,416,6,3,32,48,2080,28.0400,722.00,35.66,1.2570,0.2873,0.4089,0.5132,0.1215,0.5139,9.5461,41.9,42.6,0,1900.8,3.742,
RND_0138,Random_50M_150M,18,384,12,4,16,64,2016,21.5200,1018.00,46.47,1.7150,0.2531,0.4980,0.6816,0.2449,0.8541,26.2469,41.9,42.6,0,1900.8,3.743,
RND_0139,Random_50M_150M,23,640,4,2,32,32,2016,14.1400,1850.00,70.72,2.9108,0.2666,0.5504,0.9184,0.2838,1.6021,51.6259,41.5,41.5,0,1900.8,3.740,
RND_0140,Random_50M_150M,14,576,2,2,16,48,2848,17.6500,1306.00,56.66,2.1559,0.3024,0.4239,0.6448,0.1215,0.9139,16.3765,42.6,41.9,0,1900.8,3.735,
RND_0141,Random_50M_150M,17,512,1,1,16,16,2656,14.8700,2010.00,67.25,3.0187,0.2719,0.5114,0.7227,0.2395,1.5438,45.1905,41.9,41.9,0,1900.8,3.730,
RND_0142,Random_50M_150M,27,480,1,1,16,32,1856,16.3900,1429.00,61.01,2.3442,0.2703,0.5221,0.7422,0.2518,1.2239,36.8965,41.9,0.0,0,0.0,0.000,
RND_0143,Random_50M_150M,28,384,6,6,16,32,1216,9.0500,716.00,110.50,2.3735,0.2633,0.5410,0.7427,0.2777,1.2840,41.1947,33.7,35.1,0,1900.8,4.375,
RND_0144,Random_50M_150M,24,608,2,1,32,48,1152,16.9100,1317.00,59.14,2.2040,0.2989,0.4390,0.7800,0.1400,0.9675,19.2859,34.4,35.7,0,1900.8,4.370,
RND_0145,Random_50M_150M,25,576,1,1,32,64,960,8.8200,704.00,113.38,2.4047,0.3231,0.5753,0.7823,0.2522,1.3833,37.9065,34.7,34.7,0,1900.8,4.366,
RND_0146,Random_50M_150M,16,608,2,1,64,32,1984,16.7600,1244.00,59.67,2.1390,0.2492,0.4256,0.6148,0.1763,0.9103,23.5748,35.1,36.1,0,1900.8,4.363,
RND_0147,Random_50M_150M,26,576,4,2,64,32,1248,18.2500,1382.00,54.79,2.2039,0.2641,0.4459,1.0312,0.1818,0.9826,25.0430,35.4,36.4,0,1900.8,4.364,
RND_0148,Random_50M_150M,16,480,2,2,48,16,2112,21.5500,1063.00,46.40,1.7591,0.2475,0.4336,0.6089,0.1860,0.7627,20.4540,36.1,36.1,0,1900.8,4.361,
RND_0149,Random_50M_150M,25,544,12,6,16,48,800,20.6900,1253.00,48.33,1.9780,0.2530,0.4577,0.6840,0.2047,0.9053,25.3033,36.8,36.1,0,1900.8,4.358,
RND_0150,Random_50M_150M,16,512,1,1,64,32,2656,16.8400,1264.00,59.38,2.1547,0.2472,0.4716,0.7968,0.2243,1.0161,30.2131,36.8,36.8,0,1900.8,4.353,
RND_0151,Random_50M_150M,12,480,8,1,64,64,1792,26.5500,783.00,37.66,1.3480,0.2718,0.4540,0.9771,0.1822,0.6120,15.3517,37.1,36.4,0,1900.8,4.351,
RND_0152,Random_50M_150M,18,384,12,12,64,64,608,23.9200,798.00,41.81,1.4251,0.3273,0.4231,0.6317,0.0957,0.6029,8.5258,37.5,37.8,0,1900.8,4.346,
RND_0153,Random_50M_150M,19,384,4,4,64,32,1536,10.0100,657.00,99.90,2.1555,0.2409,0.5316,0.7737,0.2907,1.1459,39.1615,36.8,37.1,0,1900.8,4.350,
RND_0154,Random_50M_150M,24,544,6,6,16,16,1856,16.0400,1615.00,62.34,2.5502,0.4633,0.5028,0.7997,0.0395,1.2822,6.2934,37.5,37.8,0,1900.8,4.343,
RND_0155,Random_50M_150M,19,608,2,1,32,48,2528,15.0200,1766.00,66.58,2.7647,0.2999,0.4767,0.7438,0.1768,1.3179,30.5488,38.1,38.8,0,1900.8,4.334,
RND_0156,Random_50M_150M,22,448,4,4,48,64,2176,5.6900,1110.00,175.75,3.7462,0.2839,0.6038,0.9014,0.3199,2.2620,74.9049,37.5,38.5,0,1900.8,4.334,
RND_0157,Random_50M_150M,14,576,16,8,64,16,1632,18.9200,1144.00,52.85,1.9368,0.3036,0.3997,0.5763,0.0961,0.7741,11.6303,39.2,39.2,0,1900.8,4.324,
